taxid,name,rank
1016998,Salmonella enterica subsp. enterica serovar Paratyphi B SPB7,genome
469008,Escherichia coli BL21(DE3),genome
1904944,Stenotrophomonas sp. LM091,species
554,Pectobacterium carotovorum,species
561230,Pectobacterium carotovorum subsp. carotovorum PC1,genome
1074311,Vibrio alfacsensis,species
133193,Alkalilimnicola,genus
351052,Alkalilimnicola ehrlichii,species
187272,Alkalilimnicola ehrlichii MLHE-1,genome
1537406,Bacterioplanes,genus
1249553,Bacterioplanes sanyensis,species
1235461,Sinorhizobium meliloti GR4,genome
1579315,Halocynthiibacter,genus
1579316,Halocynthiibacter arcticus,species
628,Xenorhabdus nematophila,species
406817,Xenorhabdus nematophila ATCC 19061,genome
1249656,Ehrlichia chaffeensis Wakulla,genome
591946,Escherichia coli LF82,genome
261302,Paraburkholderia phytofirmans,species
1417228,Paraburkholderia phytofirmans OLGA172,genome
267892,Ferrimonadaceae,family
44011,Ferrimonas,genus
2724191,Ferrimonas sp. S7,species
519,Bordetella parapertussis,species
257311,Bordetella parapertussis 12822,genome
1239881,Candidatus Portiera aleyrodidarum BT-QVLC,genome
693973,Shewanella baltica OS678,genome
1528098,Rickettsiales bacterium Ac37b,species
2219696,Sphingomonas sp. FARSPH,species
28084,Legionella cherrii,species
292630,Hydrogenimonaceae,family
223785,Hydrogenimonas,genus
2231112,Hydrogenimonas sp.,species
266,Paracoccus denitrificans,species
318586,Paracoccus denitrificans PD1222,genome
983545,Glaciecola sp. 4H-3-7+YE-5,species
85701,Bartonella tribocorum,species
382640,Bartonella tribocorum CIP 105476,genome
85569,Salmonella enterica subsp. enterica serovar Typhimurium DT104,genome
269482,Burkholderia vietnamiensis G4,genome
1132507,Salmonella enterica subsp. enterica serovar Typhi P-stx-12,genome
2213057,Pseudomonas sp. R2A2,species
1795631,Variovorax sp. PAMC 28711,species
1751872,Lacimicrobium,genus
1526571,Lacimicrobium alkaliphilum,species
2044467,Escherichia sp. E4742,species
74313,Brevundimonas subvibrioides,species
633149,Brevundimonas subvibrioides ATCC 15264,genome
33069,Pseudomonas viridiflava,species
1042878,Cupriavidus necator N-1,genome
261964,Kangiella koreensis,species
523791,Kangiella koreensis DSM 16069,genome
1390395,Sphingomonas sp. LK11,species
2055876,Metakosakonia,genus
2487150,Metakosakonia sp. MRY16-398,species
299767,Enterobacter ludwigii,species
1320309,Salmonella enterica subsp. enterica serovar Bovismorbificans 3114,genome
864828,Massilia umbonata,species
44746,Holosporaceae,family
86106,endosymbiont of Acanthamoeba sp. UWC8,species
54291,Raoultella ornithinolytica,species
1286170,Raoultella ornithinolytica B6,genome
1080223,Arcobacter pacificus,species
316997,Rubrivivax benzoatilyticus,species
987059,Rubrivivax benzoatilyticus JA2 = ATCC BAA-35,genome
406818,Xenorhabdus bovienii SS-2004,genome
94625,Ochrobactrum intermedium,species
33991,Rickettsia montanensis,species
1105114,Rickettsia montanensis OSU 85-930,genome
1697043,Bordetella sp. H567,species
411566,Candidatus Midichloria,genus
234827,Candidatus Midichloria mitochondrii,species
696127,Candidatus Midichloria mitochondrii IricVA,genome
2584944,Sutterella faecalis,species
575,Raoultella planticola,species
1929246,Sodalis endosymbiont of Henestaris halophilus,species
648995,Rhizobium pusense,species
1318743,Bartonella ancashensis,species
696485,Vibrio owensii,species
85643,Thauera sp. MZ1T,species
488,Neisseria mucosa,species
425,Methylosinus,genus
426,Methylosinus trichosporium,species
595536,Methylosinus trichosporium OB3b,genome
1333849,Enterobacter hormaechei subsp. hoffmannii ECR091,genome
1355374,Arcobacter lanthieri,species
1915401,Roseitalea,genus
1852022,Roseitalea porphyridii,species
990282,Salmonella enterica subsp. enterica serovar Typhimurium UK-1,genome
367825,Cupriavidus malaysiensis,species
2055892,Idiomarina sp. X4,species
2024973,Silvanigrellales,order
2493639,Silvanigrellales bacterium RF1110005,species
65047,Mitsuaria,genus
1658665,Mitsuaria sp. 7,species
1912871,Arcobacter canalis,species
622488,Francisella hispaniensis,species
1088883,Francisella hispaniensis FSC454,genome
31988,Aminobacter,genus
83263,Aminobacter aminovorans,species
1468409,Burkholderia sp. 2002721687,species
1138308,Cronobacter sakazakii ES15,genome
1331671,Pseudomonas putida H8234,genome
1208324,Celeribacter indicus,species
768490,Serratia sp. AS12,species
640510,Burkholderia sp. CCGE1001,species
248026,Cupriavidus pinatubonensis,species
264198,Cupriavidus pinatubonensis JMP134 (Ralstonia eutropha JMP134),genome
585034,Escherichia coli O8 IAI1 (commensal strain),genome
1325724,Brevundimonas vancanneytii,species
702114,Methylomonas koyamae,species
1298917,Salmonella enterica subsp. enterica serovar Pullorum S06004,genome
55508,Janthinobacterium agaricidamnosum,species
1349767,Janthinobacterium agaricidamnosum NBRC 102515 = DSM 9628,genome
1172191,Catenovulum,genus
2172099,Catenovulum sp. CCB-QB4,species
568768,Dickeya poaceiphila,species
585395,Escherichia coli O103:H2 12009 (EHEC),genome
1271863,Salmonella enterica subsp. enterica serovar Cubana CFSAN002050,genome
55208,Pectobacterium wasabiae,species
1175631,Pectobacterium wasabiae CFBP 3304,genome
28100,Phyllobacterium,genus
1867719,Phyllobacterium zundukense,species
76759,Pseudomonas monteilii,species
1435058,Pseudomonas monteilii SB3101,genome
188907,Oleispira,genus
188908,Oleispira antarctica,species
698738,Oleispira antarctica RB-8,genome
1572860,Hartmannibacter,genus
1482074,Hartmannibacter diazotrophicus,species
1301032,Rhizobium sp. IE4771,species
43657,Pseudoalteromonas luteoviolacea,species
53412,Pseudomonas resinovorans,species
1245471,Pseudomonas resinovorans NBRC 106553,genome
44935,Halomonas venusta,species
547048,Yersinia pestis Harbin 35 (biovar Medievalis),genome
652,Aeromonas schubertii,species
1705394,Candidatus Thioglobus autotrophicus,species
1967665,Colwellia beringensis,species
1842535,Blastomonas sp. RAC04,species
1780190,Izhakiella,genus
2579935,Izhakiella sp. KSNA2,species
2707020,Aerosticca,genus
2010829,Aerosticca soli,species
41276,Brevundimonas vesicularis,species
28091,Neisseria weaveri,species
351348,Marinobacter hydrocarbonoclasticus VT8 (Marinobacter aquaeolei VT8),genome
994695,Candidatus Kinetoplastibacterium galatii,species
1208921,Candidatus Kinetoplastibacterium galatii TCC219,genome
1076596,Acetobacter persici,species
326522,Neisseria animaloris,species
573569,Francisella salina,species
1920109,Enterobacteriaceae bacterium ENNIH2,species
401469,Undibacterium,genus
401471,Undibacterium parvum,species
1869285,Allofrancisella,genus
1085644,Allofrancisella frigidaquae,species
463025,Bordetella bronchialis,species
2675053,Thiomicrorhabdus sp. AkT22,species
1091495,Taylorella asinigenitalis 14/45,genome
349747,Yersinia pseudotuberculosis IP 31758 (serotype O:1b),genome
357794,Psychromonas ingrahamii,species
357804,Psychromonas ingrahamii 37,genome
935897,Haemophilus influenzae F3047 (nontypeable),genome
1507806,Campylobacter fetus subsp. testudinum pet-3,genome
388640,Bartonella australis,species
1094489,Bartonella australis Aust/NH1,genome
12916,Acidovorax,genus
2478662,Acidovorax sp. 1608163,species
1434019,Mameliella,genus
561184,Mameliella alba,species
1206109,Candidatus Portiera aleyrodidarum BT-B-HRs,genome
553814,Acidovorax carolinensis,species
323284,Alcaligenes aquatilis,species
454,Legionella israelensis,species
272843,Pasteurella multocida subsp. multocida Pm70,genome
203,Campylobacter rectus,species
2715678,Nitrosomonadales bacterium skT11,species
2679994,Mannheimia sp. ZY170218,species
1075089,Pasteurella multocida 36950,genome
63612,Sodalis glossinidius,species
343509,Sodalis glossinidius morsitans,genome
885276,Escherichia coli clone D i2,genome
2202825,Methylobacterium durans,species
1648404,Erythrobacter atlanticus,species
351679,Xenorhabdus hominickii,species
749,[Pasteurella] aerogenes,species
55213,Brenneria rubrifaciens,species
1348114,Pseudoalteromonas piratica,species
512562,Helicobacter pylori Shi470,genome
401618,Candidatus Riesia,genus
401619,Candidatus Riesia pediculicola,species
515618,Candidatus Riesia pediculicola USDA,genome
586,Providencia,genus
588,Providencia stuartii,species
1157951,Providencia stuartii MRSN 2154,genome
1382925,Helicobacter pylori oki673,genome
238783,Pseudorhodobacter,genus
2500533,Pseudorhodobacter sp. S12M18,species
1082702,Lonsdalea,genus
1172565,Lonsdalea populi,species
664962,Azospirillum sp. TSH58,species
588858,Salmonella enterica subsp. enterica serovar Typhimurium 14028S,genome
2495591,Undibacterium piscinae,species
2267833,Rhizobium oryzihabitans,species
39645,Mesorhizobium ciceri,species
765698,Mesorhizobium ciceri biovar biserrulae WSM1271,genome
2689614,Steroidobacteraceae,family
469322,Steroidobacter,genus
465721,Steroidobacter denitrificans,species
60481,Shewanella sp. MR-7,species
435897,Lysobacter capsici,species
34062,Moraxella osloensis,species
1096995,Acinetobacter baumannii BJAB07104,genome
43947,Tolumonas,genus
43948,Tolumonas auensis,species
595494,Tolumonas auensis DSM 9187,genome
1185652,Sinorhizobium fredii USDA 257,genome
585035,Escherichia coli O45:K1:H7 S88 (ExPEC),genome
186650,Microvirga,genus
1882682,Microvirga ossetica,species
1380908,Klebsiella pneumoniae JM45,genome
621376,Pseudoalteromonas donghaensis,species
187410,Yersinia pestis KIM10+ (biovar Mediaevalis),genome
1149952,Brucella sp. 09RB8471,species
1674922,Labrenzia sp. CP4,species
92645,Herbaspirillum frisingense,species
1295140,Haemophilus influenzae CGSHiCZ412602,genome
1263550,Edwardsiella piscicida,species
1288122,Edwardsiella piscicida C07-087,genome
439375,Ochrobactrum anthropi ATCC 49188,genome
218493,Salmonella bongori NCTC 12419,genome
1453989,Campylobacter lari RM16701,genome
624,Shigella sonnei,species
300269,Shigella sonnei Ss046,genome
713602,Buchnera aphidicola TLW03,genome
255507,Arcobacter cibarius,species
1223423,Neokomagataea,genus
661191,Neokomagataea tanensis,species
994476,Yersinia enterocolitica subsp. palearctica 105.5R(r) (serotype:O:9),genome
1938607,Sphingomonas sp. LM7,species
104102,Acetobacter tropicalis,species
1176533,Luteimonas sp. Gr-4,species
1249477,Burkholderia pseudomallei NAU35A-3,genome
981368,Xanthomonas axonopodis pv. citrumelo F1,genome
272774,Halomonas alkaliphila,species
566546,Escherichia coli W,genome
300,Pseudomonas mendocina,species
399739,Pseudomonas mendocina ymp,genome
111830,Defluviicoccus,genus
111831,Defluviicoccus vanus,species
713600,Buchnera aphidicola JF98,genome
1049565,Klebsiella pneumoniae KCTC 2242,genome
37448,Polaromonas vacuolata,species
29438,Pseudomonas savastanoi,species
264730,Pseudomonas savastanoi pv. phaseolicola 1448A (Pseudomonas syringae pv. phaseolicola 1448A),genome
1745211,Chania,genus
1639108,Chania multitudinisentens,species
1441930,Chania multitudinisentens RB-25,genome
527001,Salmonella enterica subsp. enterica serovar Typhi Ty21a,genome
668336,Aggregatibacter actinomycetemcomitans D11S-1,genome
314343,Sideroxydans,genus
63745,Sideroxydans lithotrophicus,species
580332,Sideroxydans lithotrophicus ES-1,genome
1926868,Acidovorax monticola,species
380703,Aeromonas hydrophila subsp. hydrophila ATCC 7966,genome
1075,Rhodobacter blasticus,species
1007105,Pusillimonas sp. T7-7,species
1382927,Helicobacter pylori oki898,genome
1328306,Rhizobium etli bv. mimosae Mim1,genome
1485594,Methyloligella,genus
2742204,Methyloligella sp. GL2,species
1028752,Shewanella aestuarii,species
627343,Zymomonas mobilis subsp. mobilis CP4 = NRRL B-14023,genome
52764,Bartonella alsatica,species
795665,Hydrogenophaga sp. PBC,species
259537,Dechloromonas aromatica,species
159087,Dechloromonas aromatica RCB,genome
1495768,Candidatus Evansia,genus
1495769,Candidatus Evansia muelleri,species
42862,Rickettsia felis,species
315456,Rickettsia felis URRWXCal2,genome
33994,Neorickettsia helminthoeca,species
1286528,Neorickettsia helminthoeca Oregon,genome
180957,Pectobacterium brasiliense,species
135719,Sphingobium amiense,species
1105095,Rickettsia prowazekii Katsinyian,genome
1271864,Salmonella enterica subsp. enterica serovar Heidelberg CFSAN002069,genome
252301,Oceanicola,genus
2587163,Oceanicola sp. D3,species
204042,Dickeya zeae,species
590409,Dickeya zeae Ech586,genome
54066,Xylophilus,genus
2697032,Xylophilus sp. KACC 21265,species
153497,Kozakia,genus
153496,Kozakia baliensis,species
446692,Acetobacter senegalensis,species
359,Agrobacterium rhizogenes,species
2558361,Swingsia sp. F3b2,species
109168,Desulfotalea,genus
84980,Desulfotalea psychrophila,species
177439,Desulfotalea psychrophila LSv54,genome
334543,Psychrobacter arcticus,species
259536,Psychrobacter arcticus 273-4,genome
1678028,Massilia sp. NR 4-1,species
138074,Serratia symbiotica,species
568817,Serratia symbiotica Cinara cedri,genome
2005884,Thauera sp. K11,species
76761,Pseudomonas veronii,species
67780,Edwardsiella ictaluri,species
634503,Edwardsiella ictaluri 93-146,genome
265960,Komagataeibacter nataicola,species
381666,Cupriavidus necator H16 (Ralstonia eutropha H16),genome
320496,Neoasaia,genus
320497,Neoasaia chiangmaiensis,species
41201,Ewingella,genus
41202,Ewingella americana,species
627192,Sphingobium sp. SYK-6,species
319224,Shewanella putrefaciens CN-32,genome
224464,Kofleriaceae,family
162027,Haliangium,genus
80816,Haliangium ochraceum,species
502025,Haliangium ochraceum DSM 14365,genome
868597,Stenotrophomonas maltophilia JV3,genome
2590022,Sulfurimonas sp. GYSZ_1,species
75654,Duganella,genus
2728021,Duganella sp. AF9R3,species
237609,Pseudomonas alkylphenolica,species
693153,Vibrio atlanticus,species
2282475,Achromobacter sp. B7,species
2607663,Yersinia canariae,species
381754,Pseudomonas aeruginosa PA7,genome
92947,Ketogulonicigenium robustum,species
44577,Nitrosomonas ureae,species
765964,Helicobacter pylori Cuz20,genome
584721,Pasteurella multocida subsp. multocida 3480,genome
351581,Francisella tularensis subsp. holarctica FSC200,genome
257820,Kerstersia,genus
206506,Kerstersia gyiorum,species
1650654,Edwardsiella sp. LADL05-105,species
885040,Enterobacter soli,species
109471,Bisgaardia,genus
109472,Bisgaardia hudsonensis,species
51366,Salinivibrio,genus
2003370,Salinivibrio sp. YCSC6,species
631220,Desulfovibrio sp. G11,species
1434050,Zhongshania,genus
1470434,Zhongshania aliphaticivorans,species
748247,Azoarcus sp. KH32C,species
1295327,Croceicoccus,genus
450378,Croceicoccus marinus,species
1920110,Citrobacter sp. CFNIH10,species
1249652,Ehrlichia chaffeensis Jax,genome
2605946,Rhodobacteraceae bacterium SH-1,species
1699624,Psychrobacter sp. P11G5,species
283686,Kosakonia radicincitans,species
320483,Anaplasma marginale Florida,genome
333962,Providencia heimbachae,species
47877,Pseudomonas amygdali,species
129138,Pseudomonas amygdali pv. morsprunorum R15244,genome
1842539,Bosea sp. RAC05,species
1679002,Candidatus Methylopumilus,genus
1581557,Candidatus Methylopumilus planktonicus,species
2202141,Chromobacterium sp. IIBBL 112-1,species
1778653,Sulfuriferula,genus
171865,Sulfuriferula plumbiphila,species
288,Pseudoalteromonas atlantica,species
342610,Pseudoalteromonas atlantica T6c,genome
1244085,Klebsiella pneumoniae CG43,genome
1028989,Pseudomonas sp. StFLB209,species
274591,Hoeflea,genus
1620421,Hoeflea sp. IMCC20628,species
231455,Dyella japonica,species
1217721,Dyella japonica A8,genome
1340425,Geobacter anodireducens,species
1300253,Alteromonas mediterranea 615 (Alteromonas macleodii English Channel 615),genome
28080,Campylobacter upsaliensis,species
1031733,Campylobacter upsaliensis RM3940,genome
1334187,Haemophilus influenzae KR494 (serotype f),genome
623276,Maritalea,genus
454601,Maritalea myrionectae,species
347533,Zobellella,genus
347534,Zobellella denitrificans,species
166935,Pseudoalteromonas translucida,species
1315283,Pseudoalteromonas translucida KMM 520,genome
194424,Sulfurospirillum halorespirans,species
1193502,Sulfurospirillum halorespirans DSM 13726,genome
1524215,Anaeromyxobacteraceae,family
161492,Anaeromyxobacter,genus
161493,Anaeromyxobacter dehalogenans,species
455488,Anaeromyxobacter dehalogenans 2CP-1,genome
337,Burkholderia glumae,species
626418,Burkholderia glumae BGR1,genome
358,Agrobacterium tumefaciens,species
187,Aquaspirillum,genus
1938604,Aquaspirillum sp. LM1,species
1283331,Azotobacter vinelandii CA6,genome
2067957,Methylobacterium sp. DM1,species
1965282,Shewanella khirikhana,species
745310,Sphingomonas sp. MM-1,species
160488,Pseudomonas putida KT2440,genome
286130,Sulfuricurvum,genus
1249480,Candidatus Sulfuricurvum sp. RIFRC-1,species
1232575,Acidithiobacillus ferridurans,species
472825,Candidatus Purcelliella,genus
472834,Candidatus Purcelliella pentastirinorum,species
521,Bordetella avium,species
360910,Bordetella avium 197N,genome
1945662,Paracoccus contaminans,species
126385,Providencia alcalifaciens,species
257708,Roseomonas gilardii,species
218491,Pectobacterium atrosepticum SCRI1043,genome
388396,Aliivibrio fischeri MJ11 (Vibrio fischeri MJ11),genome
251542,Candidatus Blochmannia chromaiodes,species
1240471,Candidatus Blochmannia chromaiodes 640,genome
634458,Acetobacter pasteurianus IFO 3283-01-42C,genome
1922217,Candidatus Erwinia haradaeae,species
43773,Syntrophus,genus
316277,Syntrophus aciditrophicus,species
56780,Syntrophus aciditrophicus SB,genome
199,Campylobacter concisus,species
1934945,Immundisolibacterales,order
1934946,Immundisolibacteraceae,family
1934947,Immundisolibacter,genus
1810504,Immundisolibacter cernigliae,species
492,Neisseria animalis,species
637382,Yersinia pestis D106004,genome
2602016,Hypericibacter adhaerens,species
406425,Burkholderia cenocepacia MC0-3,genome
1649470,Minicystis,genus
888845,Minicystis rosea,species
81682,Methylovorus,genus
266009,Methylovorus glucosotrophus,species
582744,Methylovorus glucosetrophus SIP3-4,genome
930944,Yersinia enterocolitica subsp. palearctica Y11 (serotype:0:3),genome
866346,Helicobacter pylori F57,genome
158850,Providencia rustigianii,species
664683,Halomonas titanicae,species
536,Chromobacterium violaceum,species
243365,Chromobacterium violaceum ATCC 12472,genome
412022,Burkholderia mallei NCTC 10229,genome
1769779,Microbulbifer aggregans,species
146474,Acetobacter orientalis,species
1727196,Methylomonas sp. DH-1,species
1072459,Escherichia coli O7:K1 CE10,genome
1415630,Pseudomonas sp. TKP,species
134287,secondary endosymbiont of Heteropsylla cubana,species
400668,Marinomonas sp. MWYL1,species
1758194,Achromobacter sp. AONIH1,species
754507,Aggregatibacter actinomycetemcomitans ANH9381,genome
1096997,Acinetobacter baumannii BJAB0868,genome
935589,Neisseria meningitidis NZ-05/33 (serogroup B),genome
362663,Escherichia coli O6:K15:H31 536 (UPEC),genome
83655,Leclercia adecarboxylata,species
2604537,Altererythrobacter sp. BO-6,species
1443590,Ferriphaselus,genus
1188319,Ferriphaselus amnicola,species
119219,Cupriavidus metallidurans,species
266264,Cupriavidus metallidurans CH34,genome
194963,Sinorhizobium americanum,species
1052095,Granulibacter bethesdensis CGDNIH4,genome
158327,Hahella chejuensis,species
349521,Hahella chejuensis KCTC 2396,genome
1619313,Erwinia gerundensis,species
342109,Xanthomonas oryzae pv. oryzae MAFF 311018,genome
741093,Escherichia coli O157:H7 Xuzhou21 (EHEC),genome
1148157,Acinetobacter oleivorans,species
436717,Acinetobacter oleivorans DR1,genome
269796,Rhodospirillum rubrum ATCC 11170,genome
1980513,Candidatus Nitrosoglobus,genus
1630141,Candidatus Nitrosoglobus terrae,species
1127122,Helicobacter pylori XZ274,genome
374606,Aminobacter sp. MSH1,species
85073,Thermochromatium,genus
1050,Thermochromatium tepidum,species
316276,Thermochromatium tepidum ATCC 43061,genome
1648497,Boseongicola,genus
2552942,Boseongicola sp. CCM32,species
232721,Acidovorax sp. JS42,species
2051553,Methylobacterium currus,species
885864,Jeongeupia,genus
1906741,Jeongeupia sp. USM3,species
708186,Arcobacter trophiarum,species
1032241,Arcobacter trophiarum LMG 25534,genome
762376,Achromobacter xylosoxidans A8,genome
354242,Campylobacter jejuni subsp. jejuni 81-176,genome
157673,[Mannheimia] succiniciproducens,species
221988,Mannheimia succiniciproducens MBEL55E,genome
1615494,Mixta intestinalis,species
29542,Pelobacter acetylenicus,species
208224,Enterobacter kobei,species
990288,Acidithiobacillus caldus SM-1,genome
1484898,Methyloceanibacter,genus
1384459,Methyloceanibacter caenitepidi,species
361183,Altererythrobacter epoxidivorans,species
1105096,Rickettsia prowazekii BuV67-CWPP,genome
871742,Massilia flava,species
296842,Desulfovibrio carbinolicus,species
887061,Methylovorus sp. MP688,species
1278212,Arcobacter suis,species
663365,Arcobacter suis CECT 7833,genome
119043,Rhodobiaceae,family
256616,Parvibaculum,genus
256618,Parvibaculum lavamentivorans,species
402881,Parvibaculum lavamentivorans DS-1,genome
1367494,Pseudomonas aeruginosa PAO1-VE13,genome
579138,Zymomonas mobilis subsp. pomaceae ATCC 29192,genome
2738399,Parasedimentitalea,genus
2483033,Parasedimentitalea marina,species
1549858,Sphingomonas taxi,species
490759,Marinobacter sp. BSs20148,species
267212,Neisseria bacilliformis,species
2686094,Caulobacteraceae bacterium 0127_4,species
453161,Candidatus Nitrotoga,genus
2559597,Candidatus Nitrotoga sp. AM1P,species
59195,Rickettsiella,genus
676208,Candidatus Rickettsiella viridis,species
1702170,Citrobacter sp. FDAARGOS_156,species
351604,Geobacter uraniireducens,species
351605,Geobacter uraniireducens Rf4,genome
2283483,Sulfurimonas sp. CVO,species
1401256,Xylella fastidiosa MUL0034,genome
385025,Cycloclasticus sp. P1,species
394751,Pseudoalteromonas arctica,species
1117313,Pseudoalteromonas arctica A 37-1-2,genome
251701,Pseudomonas syringae group genomosp. 3,species
223283,Pseudomonas syringae pv. tomato DC3000,genome
2597701,Comamonas sp. NLF-7-7,species
295319,Salmonella enterica subsp. enterica serovar Paratyphi A ATCC 9150,genome
1774373,Alteromonas mediterranea DE (Alteromonas macleodii Deep ecotype),genome
488732,Burkholderia diffusa,species
2487929,Coxiella endosymbiont of Amblyomma sculptum,species
626774,Proteus cibarius,species
2029873,Monaibacterium,genus
2715211,Monaibacterium sp. ALG8,species
55211,Erwinia persicina,species
95485,Burkholderia stabilis,species
2082949,Microvirga sp. 17 mud 1-3,species
2060312,Altererythrobacter sp. B11,species
2588449,Shewanella polaris,species
60550,Burkholderia pyrrocinia,species
283165,Bartonella quintana Toulouse,genome
91891,Legionella pneumophila subsp. pneumophila HL06041035 (serogroup 1),genome
645464,Campylobacter jejuni subsp. jejuni M1,genome
2026785,Rhodobiaceae bacterium,species
381,Mesorhizobium loti,species
935546,Mesorhizobium loti NZP2037,genome
1084558,Oceanicoccus,genus
716816,Oceanicoccus sagamiensis,species
497978,Acinetobacter baumannii MDR-ZJ06,genome
2011159,Erythrobacter sp. KY5,species
69665,Caulobacter sp. FWC26,species
1311573,Helicobacter pylori UM032,genome
2723,Hirschia,genus
2724,Hirschia baltica,species
582402,Hirschia baltica ATCC 49814,genome
1649877,Pseudomonas sp. CCOS 191,species
686597,Martelella sp. AD-3,species
204456,Gemmobacter,genus
2169400,Gemmobacter sp. HYN0069,species
935593,Neisseria meningitidis M04-240196 (serogroup B),genome
1105104,Rickettsia rickettsii Brazil,genome
39643,Sorangium,genus
56,Sorangium cellulosum,species
448385,Sorangium cellulosum So ce56,genome
1933907,Bartonella sp. JB63,species
1297582,Candidatus Portiera aleyrodidarum TV,genome
394935,Chromobacterium haemolyticum,species
1028416,Psychrobacter sp. DAB_AL43B,species
106634,Thioalkalivibrio versutus,species
862964,Haemophilus influenzae 10810 (serotype b),genome
674,Vibrio mimicus,species
59814,Pantoea dispersa,species
1663591,Magnetospirillum sp. XM-1,species
224915,Buchnera aphidicola Bp,genome
237610,Pseudomonas psychrotolerans,species
1649279,Epibacterium,genus
379347,Epibacterium mobile,species
1265309,Epibacterium mobile F1926,genome
1379159,Dyella jiangningensis,species
58049,Colwellia sp. MT41,species
313985,Geobacter lovleyi,species
398767,Geobacter lovleyi SZ,genome
29494,Vibrio furnissii,species
903510,Vibrio furnissii NCTC 11218,genome
634456,Acetobacter pasteurianus IFO 3283-26,genome
759362,Ketogulonicigenium vulgare WSH-001,genome
1267753,Salmonella enterica subsp. enterica serovar Javiana CFSAN001992,genome
863372,Herbaspirillum huttiense,species
595537,Variovorax paradoxus EPS,genome
225848,Shewanella psychrophila,species
364316,Verminephrobacter,genus
364317,Verminephrobacter eiseniae,species
391735,Verminephrobacter eiseniae EF01-2,genome
1367491,Campylobacter coli 76339,genome
134537,Paraburkholderia fungorum,species
1054033,Arcobacter venerupis,species
59405,Thauera aromatica,species
44139,Thauera aromatica K172,genome
1123863,Pantoea ananatis LMG 5342,genome
786,Rickettsia akari,species
293614,Rickettsia akari Hartford,genome
702113,Novosphingobium sp. PP1Y,species
1406860,Salmonella enterica subsp. enterica serovar Agona 24249,genome
488142,Serratia sp. SCBI,species
1005090,Buchnera aphidicola Ak,genome
231023,Pseudomonas putida ND6,genome
349102,Rhodobacter sphaeroides ATCC 17025,genome
28152,Yersinia kristensenii,species
1759059,Caulobacteraceae bacterium OTSz_A_272,species
287094,Alteromonas addita,species
1033846,Marinobacter adhaerens,species
225937,Marinobacter adhaerens HP15,genome
348824,Rhizobium favelukesii,species
272831,Neisseria meningitidis FAM18 (serogroup C),genome
359391,Brucella abortus 2308 (Brucella melitensis biovar Abortus 2308),genome
1237,Piscirickettsia,genus
1238,Piscirickettsia salmonis,species
1227812,Piscirickettsia salmonis LF-89,genome
1427366,Dickeya zeae EC1,genome
1860122,Halothiobacillus sp. LS2,species
317,Pseudomonas syringae,species
1357279,Pseudomonas syringae CC1557,genome
1273173,Campylobacter coli CVM N29710,genome
996285,Pseudomonas stutzeri DSM 4166,genome
698828,Kushneria konosiri,species
551759,Aromatoleum,genus
551760,Aromatoleum aromaticum,species
76114,Aromatoleum aromaticum EbN1,genome
1435044,Pseudomonas monteilii SB3078,genome
1266844,Acetobacter pasteurianus 386B,genome
198252,Candidatus Pelagibacter ubique,species
335992,Candidatus Pelagibacter ubique HTCC1062,genome
92793,Aquabacterium,genus
1296669,Aquabacterium olei,species
120107,Sphingobium cloacae,species
383750,Marinomonas arctica,species
1286640,Sinorhizobium meliloti 2011,genome
376488,Halotalea,genus
376489,Halotalea alkalilenta,species
436,Komagataeibacter hansenii,species
703352,Brucella melitensis M5-90,genome
40,Stigmatella,genus
41,Stigmatella aurantiaca,species
378806,Stigmatella aurantiaca DW4/3-1,genome
10,Cellvibrio,genus
155077,Cellvibrio japonicus,species
498211,Cellvibrio japonicus Ueda107,genome
2494550,Roseovarius sp. MME-070,species
1603606,Desulfuromonas soudanensis,species
1301080,Candidatus Nasuia,genus
1160784,Candidatus Nasuia deltocephalinicola,species
1343077,Candidatus Nasuia deltocephalinicola NAS-ALF,genome
2231053,Bdellovibrio sp. ZAP7,species
882944,Vibrio anguillarum M3,genome
441952,Francisella tularensis subsp. mediasiatica FSC147,genome
980514,Acinetobacter baumannii TCDC-AB0715,genome
80866,Delftia acidovorans,species
398578,Delftia acidovorans SPH-1,genome
1142511,Wigglesworthia glossinidia,genome
2675225,Novosphingobium sp. Gsoil 351,species
471,Acinetobacter calcoaceticus,species
2726810,Scandinavium,genus
1851514,Scandinavium goeteborgense,species
1896196,Porphyrobacter sp. LM 6,species
654,Aeromonas veronii,species
34061,Moraxella cuniculi,species
2109914,Ottowia oryzae,species
1254432,Sorangium cellulosum So0157-2,genome
114616,Methylobacterium nodulans,species
460265,Methylobacterium nodulans ORS 2060,genome
1444770,Xylella taiwanensis,species
47878,Pseudomonas azotoformans,species
120577,Brucella ceti,species
1407053,Brucella ceti TE28753-12,genome
41707,Lawsonia,genus
29546,Lawsonia intracellularis,species
1234378,Lawsonia intracellularis N343,genome
1455315,Acinetobacter baumannii LAC-4,genome
1448140,Pseudomonas aeruginosa YL84,genome
311230,Paraburkholderia terrae,species
1933910,Bartonella sp. A1379B,species
1740162,Burkholderia sp. Bp5365,species
238800,Rickettsia asiatica,species
75612,Pseudomonas mandelii,species
1147786,Pseudomonas mandelii JR-1,genome
40215,Acinetobacter junii,species
685038,Escherichia coli O83:H1 NRG 857C (AIEC),genome
216142,Pseudomonas rhizosphaerae,species
