ko_id,name,label
K08769,"solute carrier family 25 (mitochondrial uncoupling protein), member 7",ko
K00815,"tyrosine aminotransferase [EC:2.6.1.5]",ko
K16789,"thiamine transporter",ko
K14533,"ribonuclease P protein component, mitochondrial [EC:3.1.26.5]",ko
K21121,"N-alpha-acetyltransferase 60 [EC:2.3.1.259]",ko
K05149,"tumor necrosis factor receptor superfamily member 12A",ko
K22905,"omega-hydroxy-beta-dihydromenaquinone-9 sulfotransferase [EC:2.8.2.-]",ko
K08637,"carboxypeptidase A4 [EC:3.4.17.-]",ko
K22940,"protein YIPF1/2",ko
K07972,"guanine nucleotide-binding protein subunit beta, other",ko
K08873,"serine/threonine-protein kinase SMG1 [EC:2.7.11.1]",ko
K15266,"dimethyladenosine transferase 1, mitochondrial [EC:2.1.1.-]",ko
K01132,"N-acetylgalactosamine-6-sulfatase [EC:3.1.6.4]",ko
K03681,"exosome complex component RRP40",ko
K09631,"hepatocyte growth factor activator [EC:3.4.21.-]",ko
K16823,"apoptosis-stimulating of p53 protein 2",ko
K13373,"17beta-estradiol 17-dehydrogenase / 3beta-hydroxysteroid 3-dehydrogenase [EC:1.1.1.62 1.1.1.270]",ko
K01127,"glycosylphosphatidylinositol phospholipase D [EC:3.1.4.50]",ko
K00167,"2-oxoisovalerate dehydrogenase E1 component beta subunit [EC:1.2.4.4]",ko
K17257,"integrin alpha FG-GAP repeat containing protein 1",ko
K10829,"ferric hydroxamate transport system ATP-binding protein [EC:7.2.2.16]",ko
K15856,"GDP-4-dehydro-6-deoxy-D-mannose reductase [EC:1.1.1.281]",ko
K18678,"phytol kinase [EC:2.7.1.182]",ko
K02711,"photosystem II PsbJ protein",ko
K11073,"putrescine transport system substrate-binding protein",ko
K11158,"retinoid isomerohydrolase / lutein isomerase [EC:3.1.1.64 5.3.3.22]",ko
K17622,"eyes absent homolog 4 [EC:3.1.3.48]",ko
K18235,"virginiamycin B lyase [EC:4.2.99.-]",ko
K21793,"oxidoreductase",ko
K09010,"uncharacterized protein",ko
K21954,"FYVE and coiled-coil domain-containing protein 1",ko
K13313,"dTDP-4-dehydro-6-deoxy-alpha-D-gulose 4-ketoreductase [EC:1.1.1.364]",ko
K14715,"solute carrier family 39 (zinc transporter), member 9",ko
K14983,"two-component system, OmpR family, response regulator CiaR",ko
K13507,"glycerol-3-phosphate O-acyltransferase / dihydroxyacetone phosphate acyltransferase [EC:2.3.1.15 2.3.1.42]",ko
K17980,"mitochondrial distribution and morphology protein 32",ko
K19174,"DNA phosphorothioation-dependent restriction protein DptG",ko
K08330,"autophagy-related protein 11",ko
K17581,"consortin",ko
K17873,"11-oxo-beta-amyrin 30-oxidase [EC:1.14.14.115]",ko
K21878,"Usher syndrome type-1G protein",ko
K00716,"galactoside 3(4)-fucosyltransferase 3 [EC:2.4.1.65]",ko
K10597,"ubiquitin conjugation factor E4 B [EC:2.3.2.27]",ko
K22906,"phloretin hydrolase [EC:3.7.1.4]",ko
K06456,"T-cell surface glycoprotein CD6",ko
K05872,"NF-kappa-B inhibitor epsilon",ko
K17986,"FUN14 domain-containing protein 1",ko
K00478,"[histone H3]-dimethyl-L-lysine9 demethylase [EC:1.14.11.65]",ko
K08051,"pleckstrin homology domain containing family A member 8",ko
K12500,"thioesterase III [EC:3.1.2.-]",ko
K03942,"NADH dehydrogenase (ubiquinone) flavoprotein 1 [EC:7.1.1.2]",ko
K14887,"small nucleolar RNA snR61",ko
K02007,"cobalt/nickel transport system permease protein",ko
K11641,"two-component system, LytTR family, response regulator NatR",ko
K24667,"2-heptyl-1-hydroxyquinolin-4(1H)-one methyltransferase [EC:2.1.1.374]",ko
K14191,"18S rRNA (adenine1779-N6/adenine1780-N6)-dimethyltransferase [EC:2.1.1.183]",ko
K11584,"serine/threonine-protein phosphatase 2A regulatory subunit B'",ko
K15920,"xylan 1,4-beta-xylosidase [EC:3.2.1.37]",ko
K23874,"4-amino-4-deoxychorismate mutase [EC:5.4.99.67]",ko
K01477,"allantoicase [EC:3.5.3.4]",ko
K18748,"protein SSD1",ko
K16836,"T-cell leukemia/lymphoma 1B",ko
K18649,"inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase / histidinol-phosphatase [EC:3.1.3.25 3.1.3.93 3.1.3.15]",ko
K19318,"beta-lactamase class D OXA-213 [EC:3.5.2.6]",ko
K22682,"c-type lectin domain family 18",ko
K02327,"DNA polymerase delta subunit 1 [EC:2.7.7.7]",ko
K00216,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [EC:1.3.1.28]",ko
K08431,"G protein-coupled receptor 146",ko
K01711,"GDPmannose 4,6-dehydratase [EC:4.2.1.47]",ko
K03793,"pteridine reductase [EC:1.5.1.33]",ko
K11331,"cation efflux system protein involved in nickel and cobalt tolerance [EC:3.2.1.17]",ko
K15823,"arabidiol synthase [EC:4.2.1.124]",ko
K16585,"HAUS augmin-like complex subunit 2",ko
K19309,"bacitracin transport system ATP-binding protein",ko
K17417,"small subunit ribosomal protein YMR-31",ko
K07858,"Rho family GTPase 2",ko
K00594,"alditol oxidase [EC:1.1.3.41]",ko
K01233,"chitosanase [EC:3.2.1.132]",ko
K04614,"vomeronasal 1 receptor",ko
K03372,"MFS transporter, PAT family, solute carrier family 33 (acetyl-CoA transportor), member 1 [EC:2.3.1.-]",ko
K00349,"Na+-transporting NADH:ubiquinone oxidoreductase subunit D [EC:7.2.1.1]",ko
K03971,"phage shock protein D",ko
K12886,"heterogeneous nuclear ribonucleoprotein K",ko
K09003,"uncharacterized protein",ko
K13109,"IK cytokine",ko
K23222,"nuclease HARBI1 [EC:3.1.-.-]",ko
K05555,"cyclase [EC:4.-.-.-]",ko
K14792,"rRNA biogenesis protein RRP5",ko
K04547,"guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-13",ko
K13008,"O-antigen polymerase [EC:2.4.1.-]",ko
K00567,"methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]",ko
K01049,"acetylcholinesterase [EC:3.1.1.7]",ko
K12859,"U5 snRNP protein, DIM1 family",ko
K09411,"forkhead box protein, other",ko
K18683,"rusticyanin",ko
K22817,"non-structural maintenance of chromosomes element 1 [EC:2.3.2.27]",ko
K16582,"tubulin polyglutamylase TTLL6/13 [EC:6.-.-.-]",ko
K17586,"PHD and RING finger domain-containing protein 1",ko
K01166,"ribonuclease T2 [EC:4.6.1.19]",ko
K13909,"mucin-7",ko
K13285,"invasin B",ko
K05508,"C-X3-C motif chemokine 1",ko
K20916,"pyrin domain-only protein 3",ko
K13646,"lysyl hydroxylase/galactosyltransferase/glucosyltransferase [EC:1.14.11.4 2.4.1.50 2.4.1.66]",ko
K17057,"(iso)eugenol O-methyltransferase [EC:2.1.1.146]",ko
K22575,"fumagillin biosynthesis monooxygenase",ko
K01141,"exodeoxyribonuclease I [EC:3.1.11.1]",ko
K15778,"phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]",ko
K15226,"arogenate dehydrogenase (NADP+) [EC:1.3.1.78]",ko
K22178,"F420H2:quinone oxidoreductase subunit K [EC:1.1.98.4]",ko
K12325,"atrial natriuretic peptide clearance receptor",ko
K04096,"DNA processing protein",ko
K23460,"Rab proteins geranylgeranyltransferase component A",ko
K23164,"reticulon-4-interacting protein 1, mitochondrial",ko
K08898,"lemur tyrosine kinase 2 [EC:2.7.10.1]",ko
K05378,"phycoerythrin-associated linker protein",ko
K15610,"pre-B-cell leukemia transcription factor 3",ko
K21505,"Orthopoxvirus RNA helicase NPH-II [EC:3.6.4.13]",ko
K17770,"mitochondrial import receptor subunit TOM20",ko
K21188,"PLP-dependent transaminase",ko
K16670,"homeobox protein Meis2",ko
K16254,"mxaJ protein",ko
K05734,"p21-activated kinase 4 [EC:2.7.11.1]",ko
K19087,"CRISPR-associated protein Csa5",ko
K17665,"cytochrome b translational activator protein CBS2, mitochondrial",ko
K15861,"CRP/FNR family transcriptional regulator, nitrogen fixation regulation protein",ko
K16893,"cation channel sperm-associated protein subunit beta",ko
K23473,"outer membrane virulence protein YopE",ko
K16727,"Rho guanine nucleotide exchange factor 10",ko
K15506,"cytochrome P450 family 98 subfamily A8 [EC:1.14.13.-]",ko
K15088,"(4S)-limonene synthase [EC:4.2.3.16]",ko
K00986,"RNA-directed DNA polymerase [EC:2.7.7.49]",ko
K07245,"copper resistance protein D",ko
K11260,"4Fe-4S ferredoxin",ko
K00869,"mevalonate kinase [EC:2.7.1.36]",ko
K12548,"autoaggregation protein RapA/B/C",ko
K16976,"microRNA 375",ko
K18473,"acetoacetyl-[acyl-carrier protein] synthase [EC:2.3.1.180]",ko
K17274,"protein S100-A10",ko
K16473,"intraflagellar transport protein 20",ko
K22117,"riboflavin transporter 1/3",ko
K21485,"anthranilate O-methyltransferase [EC:2.1.1.277]",ko
K14707,"solute carrier family 26, member 10",ko
K07894,"Ras-related protein Rab-6B",ko
K07679,"two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]",ko
K24213,"complement C1q and tumor necrosis factor-related protein 9",ko
K12102,"cag pathogenicity island protein 17",ko
K05870,"cyclic AMP-responsive element-binding protein 1",ko
K17711,"pentatricopeptide repeat domain-containing protein 2",ko
K20803,"ubiquitin-protein ligase E3 D [EC:2.3.2.26]",ko
K20503,"3,5,7-trioxododecanoyl-CoA synthase [EC:2.3.1.206]",ko
K01737,"6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]",ko
K24071,"glycine/sarcosine/dimethylglycine N-methyltransferase [EC:2.1.1.156 2.1.1.157]",ko
K00928,"aspartate kinase [EC:2.7.2.4]",ko
K06599,"AraC family transcriptional regulator, chemosensory pili system protein ChpD",ko
K04019,"ethanolamine utilization protein EutA",ko
K09934,"uncharacterized protein",ko
K01284,"peptidyl-dipeptidase Dcp [EC:3.4.15.5]",ko
K22503,"aspartyl-tRNA synthetase [EC:6.1.1.12]",ko
K02712,"photosystem II PsbK protein",ko
K19399,"BBSome-interacting protein 1",ko
K11992,"acyl-CoA thioesterase 8 [EC:3.1.2.27]",ko
K14042,"isopimara-7,15-diene synthase /copalyl diphosphate synthase [EC:4.2.3.44 5.5.1.12]",ko
K13146,"integrator complex subunit 9",ko
K00511,"squalene monooxygenase [EC:1.14.14.17]",ko
K09284,"AP2-like factor, euAP2 lineage",ko
K16497,"protocadherin gamma subfamily C",ko
K20125,"F-BAR and double SH3 domains protein",ko
K06382,"stage II sporulation protein E [EC:3.1.3.16]",ko
K17881,"aminoglycoside 2''-adenylyltransferase [EC:2.7.7.46]",ko
K11043,"toxic shock syndrome toxin-1",ko
K09120,"uncharacterized protein",ko
K19778,"acid stress chaperone HdeB",ko
K11490,"condensin-2 complex subunit H2",ko
K06319,"spore maturation protein CgeA",ko
K13370,"17beta-estradiol 17-dehydrogenase / 3alpha(17beta)-hydroxysteroid dehydrogenase (NAD+) / 3-oxoacyl-[acyl-carrier protein] reductase alpha subunit [EC:1.1.1.62 1.1.1.239]",ko
K08264,"heterodisulfide reductase subunit D [EC:1.8.98.1]",ko
K03358,"anaphase-promoting complex subunit 11",ko
K13433,"pathogenesis-related genes transcriptional activator PTI5",ko
K00451,"homogentisate 1,2-dioxygenase [EC:1.13.11.5]",ko
K00844,"hexokinase [EC:2.7.1.1]",ko
K13509,"lysophosphatidate acyltransferase [EC:2.3.1.51]",ko
K01983,"SRP RNA",ko
K08172,"MFS transporter, MHS family, shikimate and dehydroshikimate transport protein",ko
K22956,"acyl homoserine lactone synthase [EC:2.3.1.184]",ko
K08924,"chlorophyll a/b binding light-harvesting protein PcbG",ko
K01102,"pyruvate dehydrogenase phosphatase [EC:3.1.3.43]",ko
K18276,"6-hydroxy-3-succinoylpyridine 3-monooxygenase [EC:1.14.13.163]",ko
K04572,"neurofilament light polypeptide",ko
K08095,"cutinase [EC:3.1.1.74]",ko
K20429,"dTDP-4-amino-4,6-dideoxy-D-glucose transaminase [EC:2.6.1.33]",ko
K12821,"pre-mRNA-processing factor 40",ko
K24537,"cysteine-rich protein 2-binding protein",ko
K04200,"melanocortin 2 receptor",ko
K22724,"inositol phosphorylceramide synthase regulatory subunit",ko
K18429,"GDP/UDP-N,N'-diacetylbacillosamine 2-epimerase (hydrolysing) [EC:3.2.1.184]",ko
K16083,"ent-isokaurene hydroxylase [EC:1.14.14.76]",ko
K09132,"uncharacterized protein",ko
K15717,"prostamide/prostaglandin F2alpha synthase [EC:1.11.1.20]",ko
K01124,"glycerophosphoinositol inositolphosphodiesterase [EC:3.1.4.43]",ko
K07748,"sterol-4alpha-carboxylate 3-dehydrogenase (decarboxylating) [EC:1.1.1.170]",ko
K16448,"methylation protein MtfA",ko
K20560,"tabersonine/lochnericine 19-hydroxylase",ko
K14370,"erythromycin 12 hydroxylase [EC:1.14.13.154]",ko
K14015,"nuclear protein localization protein 4 homolog",ko
K24601,"Orthopoxvirus protein F9",ko
K17783,"mitochondrial FAD-linked sulfhydryl oxidase [EC:1.8.3.2]",ko
K00975,"glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]",ko
K08111,"glypican 5",ko
K23571,"insulin-like growth factor-binding protein 9",ko
K24367,"COP9 signalosome complex subunit 11",ko
K22495,"spermatogenesis- and oogenesis-specific basic helix-loop-helix-containing protein 1",ko
K23403,"spermatid-associated protein",ko
K20147,"nitrilotriacetate monooxygenase [EC:1.14.14.10]",ko
K11178,"xanthine dehydrogenase YagS FAD-binding subunit [EC:1.17.1.4]",ko
K19789,"DNA repair protein RadD",ko
K01354,"oligopeptidase B [EC:3.4.21.83]",ko
K18063,"cephamycin C biosynthesis protein",ko
K19797,"T-even-induced deoxynucleotide kinase [EC:2.7.4.12]",ko
K05300,"L-amino acid dehydrogenase [EC:1.4.5.-]",ko
K17843,"KH domain-containing, RNA-binding, signal transduction-associated protein 2",ko
K23736,"2-lysophosphatidate phosphatase [EC:3.1.3.106]",ko
K07457,"endonuclease III related protein",ko
K05226,"cholecystokinin",ko
K18943,"DNA polymerase processivity component",ko
K17549,"protein phosphatase 1 regulatory subunit 1C",ko
K22950,"acylphloroglucinol glucosyltransferase [EC:2.4.1.358]",ko
K17741,"NADPH-dependent methylglyoxal reductase [EC:1.1.1.283]",ko
K22012,"Ni-sirohydrochlorin a,c-diamide synthase [EC:6.3.5.12]",ko
K10780,"enoyl-[acyl-carrier protein] reductase III [EC:1.3.1.104]",ko
K12235,"serine racemase [EC:5.1.1.18]",ko
K07611,"lamin B",ko
K07659,"two-component system, OmpR family, phosphate regulon response regulator OmpR",ko
K00117,"quinoprotein glucose dehydrogenase [EC:1.1.5.2]",ko
K22897,"vanadium-dependent nitrogenase beta chain [EC:1.18.6.2]",ko
K19527,"vacuolar protein sorting-associated protein 13D",ko
K12178,"COP9 signalosome complex subunit 4",ko
K08197,"MFS transporter, SIT family, siderophore-iron:H+ symporter",ko
K20459,"lantibiotic transport system ATP-binding protein",ko
K08774,"transforming growth factor, alpha",ko
K14508,"regulatory protein NPR1",ko
K14310,"nuclear pore complex protein Nup205",ko
K18753,"butyrate response factor",ko
K03963,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 7",ko
K03212,"23S rRNA (uracil747-C5)-methyltransferase [EC:2.1.1.189]",ko
K16691,"keren",ko
K10119,"raffinose/stachyose/melibiose transport system permease protein",ko
K05376,"phycoerythrin alpha chain",ko
K22552,"multicopper oxidase [EC:1.16.3.1]",ko
K04796,"small nuclear ribonucleoprotein",ko
K20128,"metastasis suppressor protein 1",ko
K10195,"oligogalacturonide transport system ATP-binding protein",ko
K04517,"prephenate dehydrogenase [EC:1.3.1.12]",ko
K03812,"ribosome modulation factor",ko
K14648,"poly(U)-specific endoribonuclease [EC:3.1.-.-]",ko
K23368,"thyroid receptor-interacting protein 11",ko
K15726,"heavy metal efflux system protein",ko
K12628,"puromycin biosynthesis protein Pur10 [EC:1.-.-.-]",ko
K07291,"CDP-L-myo-inositol myo-inositolphosphotransferase [EC:2.7.8.34]",ko
K12519,"chaperone protein PapD",ko
K18048,"carotenoid isomerooxygenase [EC:1.13.11.65]",ko
K09390,"transcription factor E2F6",ko
K22163,"F420H2 dehydrogenase subunit H [EC:1.5.98.3]",ko
K02200,"cytochrome c-type biogenesis protein CcmH",ko
K11378,"histone acetyltransferase SAS3 [EC:2.3.1.48]",ko
K17019,"microRNA 429",ko
K05581,"NAD(P)H-quinone oxidoreductase subunit J [EC:7.1.1.2]",ko
K13766,"methylglutaconyl-CoA hydratase [EC:4.2.1.18]",ko
K01704,"3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]",ko
K02551,"2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase [EC:2.2.1.9]",ko
K14822,"rRNA-processing protein CGR1",ko
K21169,"enediyne biosynthesis protein CalE2",ko
K04192,"CX3C chemokine receptor 1",ko
K11925,"SgrR family transcriptional regulator",ko
K01150,"deoxyribonuclease I [EC:3.1.21.1]",ko
K06491,"neural cell adhesion molecule",ko
K22050,"(-)-beta-pinene synthase [EC:4.2.3.120]",ko
K08860,"eukaryotic translation initiation factor 2-alpha kinase 3 [EC:2.7.11.1]",ko
K23157,"3-O-acetyl-4'-O-demethylpapaveroxine 4'-O-methyltransferase subunit OMT2 [EC:2.1.1.352]",ko
K22447,"archaeal chaperonin",ko
K12862,"pleiotropic regulator 1",ko
K21362,"galactolipid galactosyltransferase [EC:2.4.1.184]",ko
K12479,"vacuolar protein sorting-associated protein 45",ko
K07603,"collagen type XVII alpha",ko
K12423,"fatty acid CoA ligase FadD21",ko
K07979,"GntR family transcriptional regulator",ko
K03399,"cobalt-precorrin-7 (C5)-methyltransferase [EC:2.1.1.289]",ko
K21204,"5'-demethylyatein 5'-O-methyltransferase [EC:2.1.1.330]",ko
K14470,"2-methylfumaryl-CoA isomerase [EC:5.4.1.3]",ko
K10059,"C-type lectin domain family 4 member E",ko
K17794,"mitochondrial import inner membrane translocase subunit TIM23",ko
K00273,"D-amino-acid oxidase [EC:1.4.3.3]",ko
K02383,"flagellar protein FlbB",ko
K12513,"tight adherence protein E",ko
K10192,"oligogalacturonide transport system substrate-binding protein",ko
K07351,"fimbrial protein",ko
K23621,"WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein",ko
K06285,"transcription attenuation protein (tryptophan RNA-binding attenuator protein)",ko
K12222,"intracellular multiplication protein IcmT",ko
K14153,"hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.1.49 2.7.4.7 2.5.1.3]",ko
K01993,"HlyD family secretion protein",ko
K12059,"conjugal transfer pilus assembly protein TrbC",ko
K09925,"uncharacterized protein",ko
K18229,"phenylacetone monooxygenase [EC:1.14.13.92]",ko
K03849,"alpha-1,3-glucosyltransferase [EC:2.4.1.265]",ko
K10806,"acyl-CoA thioesterase YciA [EC:3.1.2.-]",ko
K15663,"iturin family lipopeptide synthetase C",ko
K06136,"pyrroloquinoline quinone biosynthesis protein B",ko
K11802,"DDB1- and CUL4-associated factor 10",ko
K10473,"kelch repeat and BTB domain-containing protein 5/10",ko
K08151,"MFS transporter, DHA1 family, tetracycline resistance protein",ko
K20154,"pyranose dehydrogenase [EC:1.1.99.29]",ko
K13494,"zeatin O-xylosyltransferase [EC:2.4.2.40]",ko
K08598,"YopJ protease family",ko
K00014,"shikimate dehydrogenase [EC:1.1.1.25]",ko
K23214,"autism susceptibility gene 2 protein",ko
K07928,"Ras-related protein Rab-40",ko
K09563,"peptidyl-prolyl isomerase C (cyclophilin C) [EC:5.2.1.8]",ko
K07080,"uncharacterized protein",ko
K24060,"PDZ domain-containing protein 8",ko
K12258,"vitamin D-binding protein",ko
K09360,"BarH-like",ko
K00026,"malate dehydrogenase [EC:1.1.1.37]",ko
K10078,"chondrolectin",ko
K11740,"bacteriophage N4 adsorption protein B",ko
K21165,"enediyne biosynthesis protein E8",ko
K23699,"hematopoietic SH2 domain-containing protein",ko
K19173,"DNA phosphorothioation-dependent restriction protein DptF",ko
K22881,"polyhydroxyalkanoate synthase subunit PhaE",ko
K16819,"angiomotin",ko
K23751,"TRIO and F-actin-binding protein",ko
K04798,"prefoldin beta subunit",ko
K19129,"CRISPR-associated protein Csy3",ko
K04544,"guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-8",ko
K06439,"similar to spore coat protein",ko
K24007,"cytochrome aa3-type oxidase subunit SoxD",ko
K22459,"procollagen-proline 3-dioxygenase 2 [EC:1.14.11.7]",ko
K04115,"benzoyl-CoA reductase subunit D [EC:1.3.7.8]",ko
K22581,"tenuazonic acid synthetase [EC:6.3.2.50]",ko
K22936,"protein canopy 1/2",ko
K12495,"IQ motif and SEC7 domain-containing protein",ko
K05732,"glucocorticoid receptor DNA-binding factor 1",ko
K18414,"squash",ko
K13610,"13-hydroxylupinine O-tigloyltransferase [EC:2.3.1.93]",ko
K16808,"nuclear mitotic apparatus protein 1",ko
K08797,"hormonally upregulated Neu-associated kinase [EC:2.7.11.1]",ko
K12557,"myosin-binding protein C, slow-type",ko
K15126,"type III secretion system cytotoxic effector protein",ko
K23079,"glucosylglycerol phosphorylase (configuration-retaining) [EC:2.4.1.359]",ko
K02158,"Bcl-2-antagonist of cell death",ko
K03412,"two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]",ko
K10245,"fatty acid elongase 2 [EC:2.3.1.199]",ko
K12884,"heterogeneous nuclear ribonucleoprotein C1/C2",ko
K19996,"phosphatidylinositol transfer protein SFH5",ko
K23762,"protein S100-A5",ko
K08369,"MFS transporter, putative metabolite:H+ symporter",ko
K24440,"averufin monooxygenase [EC:1.14.-.-]",ko
K18563,"methyltransferase [EC:2.1.1.-]",ko
K17810,"D-aspartate ligase [EC:6.3.1.12]",ko
K03022,"DNA-directed RNA polymerase III subunit RPC8",ko
K02992,"small subunit ribosomal protein S7",ko
K19412,"glutamate--LysW ligase ArgX [EC:6.3.2.-]",ko
K17751,"myosin heavy chain 6/7",ko
K07356,"fimbrial protein",ko
K09548,"prefoldin subunit 1",ko
K13002,"glycosyltransferase [EC:2.4.1.-]",ko
K02920,"large subunit ribosomal protein L36e",ko
K14377,"osteoclast-associated immunoglobulin-like receptor",ko
K08814,"tribbles homolog 1/2",ko
K00418,"ubiquinol-cytochrome c reductase subunit 8",ko
K12687,"antigen 43",ko
K03690,"ubiquinone biosynthesis protein UbiJ",ko
K08380,"prokineticin receptor 2",ko
K22632,"interleukin 32",ko
K00516,"lytic starch monooxygenase [EC:1.14.99.55]",ko
K21527,"adenine modification enzyme [EC:2.3.1.-]",ko
K07085,"putative transport protein",ko
K07908,"Ras-related protein Rab-15",ko
K11573,"DASH complex subunit SPC34",ko
K05025,"chloride intracellular channel protein 5",ko
K11128,"H/ACA ribonucleoprotein complex subunit 1",ko
K16458,"centrosomal protein CEP104",ko
K15441,"tRNA-specific adenosine deaminase 2 [EC:3.5.4.-]",ko
K04600,"cadherin EGF LAG seven-pass G-type receptor 1",ko
K02187,"caspase 3 [EC:3.4.22.56]",ko
K02950,"small subunit ribosomal protein S12",ko
K15146,"mediator of RNA polymerase II transcription subunit 4",ko
K20342,"HTH-type transcriptional regulator, regulator for ComX",ko
K10383,"envoplakin",ko
K10363,"destrin (actin-depolymerizing factor)",ko
K02214,"cell division control protein 7 [EC:2.7.11.1]",ko
K12939,"anthocyanin 3'-O-beta-glucosyltransferase [EC:2.4.1.238]",ko
K15653,"nonribosomal peptide synthetase MxcG",ko
K21604,"jasmonoyl-L-amino acid hydrolase [EC:3.5.1.127]",ko
K07686,"two-component system, NarL family, uhpT operon response regulator UhpA",ko
K24129,"glutaredoxin-dependent peroxiredoxin [EC:1.11.1.25]",ko
K15450,"tRNA wybutosine-synthesizing protein 3 [EC:2.1.1.282]",ko
K05933,"aminocyclopropanecarboxylate oxidase [EC:1.14.17.4]",ko
K09427,"Adh transcription factor 1",ko
K09763,"uncharacterized protein",ko
K11702,"beta-1,2-xylosyltransferase [EC:2.4.2.-]",ko
K24073,"RNA polymerase sigma factor CnrH",ko
K14118,"energy-converting hydrogenase B subunit I",ko
K15889,"prenylcysteine alpha-carboxyl methylesterase [EC:3.1.1.-]",ko
K23113,"structural maintenance of chromosomes flexible hinge domain-containing protein 1",ko
K19929,"cyclin-dependent kinase 5 activator 2",ko
K05844,"ribosomal protein S6--L-glutamate ligase [EC:6.3.2.-]",ko
K19115,"CRISPR-associated protein Csh2",ko
K17675,"ATP-dependent RNA helicase SUPV3L1/SUV3 [EC:3.6.4.13]",ko
K10876,"RAD54-like protein 2 [EC:3.6.4.12]",ko
K13812,"bifunctional enzyme Fae/Hps [EC:4.2.1.147 4.1.2.43]",ko
K10086,"ER degradation enhancer, mannosidase alpha-like 3",ko
K12600,"superkiller protein 3",ko
K03819,"putative colanic acid biosynthesis acetyltransferase WcaB [EC:2.3.1.-]",ko
K22858,"protein JBTS26",ko
K22446,"tRNA (cytosine49-C5)-methyltransferase [EC:2.1.1.-]",ko
K20839,"ribosomal protein S6 kinase-like",ko
K23976,"L-aspartate semialdehyde sulfurtransferase ferredoxin",ko
K09568,"FK506-binding protein 1 [EC:5.2.1.8]",ko
K13907,"cystatin-A/B",ko
K17251,"undecaprenyl-diphosphooligosaccharide---protein glycotransferase [EC:2.4.99.19]",ko
K24347,"UBX domain-containing protein 2B",ko
K14754,"interferon-induced GTP-binding protein Mx",ko
K09247,"heme activator protein 1",ko
K00696,"sucrose-phosphate synthase [EC:2.4.1.14]",ko
K10500,"zinc finger and BTB domain-containing protein 17",ko
K08229,"MFS transporter, LAT3 family, solute carrier family 43, member 2",ko
K19423,"glycosyltransferase EpsE [EC:2.4.-.-]",ko
K05685,"macrolide transport system ATP-binding/permease protein [EC:3.6.3.-]",ko
K19391,"Influenza A virus nucleoprotein",ko
K00982,"[glutamine synthetase] adenylyltransferase / [glutamine synthetase]-adenylyl-L-tyrosine phosphorylase [EC:2.7.7.42 2.7.7.89]",ko
K19756,"radial spoke head protein 4/6",ko
K02332,"DNA polymerase gamma 1 [EC:2.7.7.7]",ko
K00050,"hydroxypyruvate reductase [EC:1.1.1.81]",ko
K22077,"ganglioside-induced differentiation-associated protein 1",ko
K19696,"5'-methylthioinosine phosphorylase [EC:2.4.2.44]",ko
K07987,"retinoic acid early transcript 1",ko
K07985,"MHC class I-related protein",ko
K23103,"O18-antigen biosynthesis glycosyltransferase [EC:2.4.1.-]",ko
K08089,"high affinity immunoglobulin epsilon receptor subunit alpha",ko
K00096,"glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261]",ko
K12228,"TrbB protein",ko
K11495,"histone H3-like centromeric protein A",ko
K13604,"bacteriochlorophyllide d C-20 methyltransferase [EC:2.1.1.333]",ko
K16363,"UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase / 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:3.5.1.108 4.2.1.59]",ko
K02881,"large subunit ribosomal protein L18",ko
K02867,"large subunit ribosomal protein L11",ko
K18302,"membrane fusion protein, multidrug efflux system",ko
K11464,"sex comb on midleg-like protein 1",ko
K18368,"caffeoylshikimate esterase [EC:3.1.1.-]",ko
K04944,"potassium intermediate/small conductance calcium-activated channel subfamily N member 3",ko
K00684,"leucyl/phenylalanyl-tRNA---protein transferase [EC:2.3.2.6]",ko
K17130,"microRNA 128",ko
K02707,"photosystem II cytochrome b559 subunit alpha",ko
K06753,"roundabout, axon guidance receptor 1",ko
K02490,"two-component system, response regulator, stage 0 sporulation protein F",ko
K09712,"uncharacterized protein",ko
K23308,"nuclear fragile X mental retardation-interacting protein 1",ko
K08125,"proline arginine-rich end leucine-rich repeat protein",ko
